QA Engineer,Company129,Houston,selenium;junit;testng;automation;jira;bug tracking;manual testing,2025-06-22,Quality Assurance,$100k-$130k,Mid
Site Reliability Engineer,Company117,El Paso,python;kubernetes;system monitoring;cloud;devops;automation,2025-07-08,Cloud & DevOps,$115k-$135k,Senior
Big Data Engineer,Company113,Columbus,hadoop;spark;hive;kafka;java;python;scala,2025-07-12,Data Engineering,$130k-$170k,Senior
Technical Support Engineer,Company118,Tucson,help desk;troubleshooting;hardware;software;customer service,2025-07-23,Customer Support,$90k-$120k,Mid
Mobile Developer,Company142,Detroit,swift;kotlin;react native;ios;android;api;xcode;flutter;dart,2025-07-10,Mobile App Development,$95k-$125k,Mid
Database Administrator,Company140,Albuquerque,sql;mysql;postgresql;oracle;backup;recovery,2025-07-03,Database Administration,$80k-$110k,Mid
Network Administrator,Company133,Milwaukee,cisco;networking;firewall;routing;switching;tcp/ip,2025-07-31,IT Infrastructure,$120k-$160k,Senior
Product Manager,Company126,Houston,agile;scrum;jira;user research;product strategy;sql;analytics;roadmap,2025-07-11,Product Management,$130k-$170k,Senior
Frontend Developer,Company108,Houston,javascript;react;vue;css;html;webpack;sass;typescript;angular,2025-07-23,Software Engineering,$60k-$80k,Junior
Deep Learning Engineer,Company110,Houston,tensorflow;pytorch;deep learning;computer vision;python;keras,2025-07-15,Artificial Intelligence & Machine Learning,$100k-$130k,Mid
Business Analyst,Company124,Columbus,sql;excel;tableau;agile;jira;requirements gathering;power bi;business analysis,2025-06-30,Business Analysis,$90k-$120k,Mid
Cloud Architect,Company131,Milwaukee,aws;azure;gcp;kubernetes;terraform;microservices;docker;serverless,2025-07-06,Cloud & DevOps,$140k-$170k,Senior
Documentation Specialist,Company120,Albuquerque,manuals;editing;technical writing;documentation management,2025-07-29,Technical Writing,$80k-$110k,Mid
Security Analyst,Company148,El Paso,risk assessment;security policies;compliance;penetration testing,2025-06-16,Cyber Security,$85k-$110k,Mid
Process Analyst,Company122,Milwaukee,sql;excel;process mapping;requirements gathering;bpmn,2025-07-27,Business Analysis,$130k-$170k,Senior
HR Manager,Company140,Houston,talent management;recruitment;employee relations;hr policies,2025-07-05,Human Resources,$110k-$150k,Senior
Mobile Developer,Company142,Memphis,swift;kotlin;react native;ios;android;api;xcode;flutter;dart,2025-06-26,Mobile App Development,$110k-$150k,Senior
QA Engineer,Company147,Columbus,selenium;junit;testng;automation;jira;bug tracking;manual testing,2025-07-25,Quality Assurance,$120k-$150k,Senior
BI Analyst,Company122,Baltimore,sql;tableau;excel;power bi;data modeling;business analysis,2025-06-03,Data Science & Analytics,$85k-$115k,Mid
Test Automation Engineer,Company148,Detroit,selenium;cypress;junit;automation;api testing,2025-07-14,Quality Assurance,$70k-$95k,Junior
Cloud Architect,Company119,Detroit,aws;azure;gcp;kubernetes;terraform;microservices;docker;serverless,2025-07-17,Cloud & DevOps,$100k-$130k,Mid
Cloud Architect,Company105,Houston,aws;azure;gcp;kubernetes;terraform;microservices;docker;serverless,2025-06-30,Cloud & DevOps,$130k-$170k,Senior
Recruiter,Company143,Memphis,applicant tracking;interviewing;candidate sourcing;job postings,2025-07-13,Human Resources,$90k-$120k,Mid
Full Stack Developer,Company134,Columbus,javascript;react;node.js;html;css;mongodb;rest api;git;express,2025-06-24,Web Development,$95k-$125k,Mid
Full Stack Developer,Company110,Milwaukee,javascript;react;node.js;html;css;mongodb;rest api;git;express,2025-07-16,Web Development,$95k-$125k,Mid
Data Science Manager,Company118,Albuquerque,python;machine learning;big data;leadership;sql,2025-07-19,Data Science & Analytics,$140k-$170k,Senior
QA Engineer,Company101,El Paso,selenium;junit;testng;automation;jira;bug tracking;manual testing,2025-06-23,Quality Assurance,$110k-$150k,Senior
Network Engineer,Company132,Milwaukee,cisco;networking;routing;switching;firewall;network security;tcp/ip,2025-07-14,Network Engineering,$85k-$110k,Mid
Recruiter,Company123,Memphis,applicant tracking;interviewing;candidate sourcing;job postings,2025-06-19,Human Resources,$70k-$95k,Junior
Senior Data Scientist,Company107,Columbus,python;sql;machine learning;pandas;numpy;scikit-learn;tensorflow;statistics,2025-07-10,Data Science & Analytics,$130k-$170k,Senior
Customer Support Specialist,Company111,Detroit,customer service;crm;technical support;problem solving,2025-07-28,Customer Support,$70k-$95k,Junior
Process Analyst,Company130,Memphis,sql;excel;process mapping;requirements gathering;bpmn,2025-06-22,Business Analysis,$80k-$110k,Mid
Backend Developer,Company135,Houston,python;django;postgresql;redis;docker;linux;git;rest api;microservices,2025-07-13,Software Engineering,$110k-$145k,Senior
Documentation Specialist,Company120,Baltimore,manuals;editing;technical writing;documentation management,2025-07-06,Technical Writing,$90k-$120k,Mid
Financial Analyst,Company142,Baltimore,financial modeling;budgeting;forecasting;excel;analysis,2025-07-25,Finance,$85k-$110k,Mid
Manual Tester,Company102,El Paso,manual testing;test cases;bug reporting;jira,2025-06-17,Quality Assurance,$60k-$80k,Junior
Graphic Designer,Company145,El Paso,photoshop;illustrator;graphic design;branding;typography,2025-06-12,Design & UI/UX,$70k-$95k,Junior
Accountant,Company142,Baltimore,accounting;reconciliation;tax preparation;financial reporting,2025-07-03,Finance,$120k-$150k,Senior
Controller,Company122,Milwaukee,financial controls;accounting;budgeting;compliance,2025-07-24,Finance,$130k-$170k,Senior
Big Data Engineer,Company112,Houston,hadoop;spark;hive;kafka;java;python;scala,2025-06-26,Data Engineering,$110k-$150k,Senior
Deep Learning Engineer,Company127,El Paso,tensorflow;pytorch;deep learning;computer vision;python;keras,2025-07-08,Artificial Intelligence & Machine Learning,$140k-$170k,Senior
Sales Manager,Company137,Albuquerque,sales strategy;account management;crm;customer relationships,2025-07-15,Sales & Marketing,$120k-$150k,Senior
Full Stack Developer,Company121,Memphis,javascript;react;node.js;html;css;mongodb;rest api;git;express,2025-07-21,Web Development,$120k-$150k,Senior
Mobile Developer,Company113,Milwaukee,swift;kotlin;react native;ios;android;api;xcode;flutter;dart,2025-07-24,Mobile App Development,$120k-$150k,Senior
ML Engineer,Company109,Baltimore,python;tensorflow;pytorch;deep learning;nlp;computer vision;keras,2025-07-19,Artificial Intelligence & Machine Learning,$130k-$170k,Senior
Cloud Architect,Company145,Houston,aws;azure;gcp;kubernetes;terraform;microservices;docker;serverless,2025-06-21,Cloud & DevOps,$100k-$130k,Mid
DevOps Engineer,Company124,Baltimore,aws;docker;kubernetes;terraform;jenkins;linux;python;bash;ci/cd,2025-07-23,Cloud & DevOps,$120k-$160k,Senior
Product Owner,Company137,Memphis,agile;scrum;jira;stakeholder management;product backlog,2025-07-07,Product Management,$130k-$170k,Senior
Senior Data Scientist,Company110,Columbus,python;sql;machine learning;pandas;numpy;scikit-learn;tensorflow;statistics,2025-07-11,Data Science & Analytics,$120k-$160k,Senior
BI Analyst,Company121,Houston,sql;tableau;excel;power bi;data modeling;business analysis,2025-07-18,Data Science & Analytics,$90k-$120k,Mid
HR Manager,Company136,Baltimore,talent management;recruitment;employee relations;hr policies,2025-07-20,Human Resources,$100k-$130k,Mid
ETL Developer,Company114,Albuquerque,etl;sql;informatica;data warehousing;python,2025-07-13,Data Engineering,$85k-$115k,Mid
QA Engineer,Company144,Memphis,selenium;junit;testng;automation;jira;bug tracking;manual testing,2025-06-20,Quality Assurance,$120k-$160k,Senior
Product Strategist,Company116,Houston,product vision;market research;competitive analysis;roadmap,2025-07-30,Product Management,$120k-$150k,Senior
Documentation Specialist,Company128,El Paso,manuals;editing;technical writing;documentation management,2025-07-04,Technical Writing,$70k-$90k,Junior
Marketing Specialist,Company126,El Paso,digital marketing;seo;content marketing;social media,2025-07-05,Sales & Marketing,$110k-$150k,Senior
Data Science Manager,Company142,Albuquerque,python;machine learning;big data;leadership;sql,2025-07-08,Data Science & Analytics,$130k-$170k,Senior
Project Manager,Company130,Detroit,project management;agile;jira;stakeholder management;roadmap,2025-07-21,Product Management,$120k-$160k,Senior
UI/UX Designer,Company139,Houston,figma;sketch;adobe xd;user research;wireframing;prototyping;css;html,2025-07-24,Design & UI/UX,$85k-$110k,Mid
Data Warehouse Manager,Company132,Albuquerque,sql;data modeling;etl;big data;analysis,2025-07-23,Database Administration,$120k-$150k,Senior
Web Designer,Company139,Memphis,html;css;javascript;photoshop;illustrator;ux,2025-07-19,Web Development,$70k-$95k,Junior
Linux Engineer,Company125,Houston,linux;bash;scripting;docker;virtualization,2025-07-17,IT Infrastructure,$110k-$150k,Senior
Financial Analyst,Company111,Milwaukee,financial modeling;budgeting;forecasting;excel;analysis,2025-07-28,Finance,$70k-$110k,Mid
Sales Manager,Company143,Houston,sales strategy;account management;crm;customer relationships,2025-07-26,Sales & Marketing,$100k-$130k,Mid
Mobile Developer,Company114,Memphis,swift;kotlin;react native;ios;android;api;xcode;flutter;dart,2025-07-07,Mobile App Development,$85k-$115k,Mid
DevOps Engineer,Company147,Columbus,aws;docker;kubernetes;terraform;jenkins;linux;python;bash;ci/cd,2025-06-14,Cloud & DevOps,$90k-$120k,Mid
Manual Tester,Company131,Detroit,manual testing;test cases;bug reporting;jira,2025-07-05,Quality Assurance,$70k-$95k,Junior
Network Administrator,Company115,Tucson,cisco;networking;firewall;routing;switching;tcp/ip,2025-07-31,IT Infrastructure,$100k-$130k,Mid
Documentation Specialist,Company123,Albuquerque,manuals;editing;technical writing;documentation management,2025-07-15,Technical Writing,$85k-$115k,Mid
QA Engineer,Company129,El Paso,selenium;junit;testng;automation;jira;bug tracking;manual testing,2025-07-09,Quality Assurance,$90k-$120k,Mid
HR Manager,Company127,Houston,talent management;recruitment;employee relations;hr policies,2025-07-01,Human Resources,$110k-$150k,Senior
Controller,Company112,Columbus,financial controls;accounting;budgeting;compliance,2025-07-11,Finance,$110k-$150k,Senior
Product Designer,Company141,Baltimore,figma;adobe xd;prototyping;wireframing;user research;illustrator,2025-07-24,Design & UI/UX,$120k-$170k,Senior
Technical Writer,Company110,El Paso,documentation;technical writing;editing;manuals;api docs,2025-07-18,Technical Writing,$85k-$115k,Mid
Network Engineer,Company113,Detroit,cisco;networking;routing;switching;firewall;network security;tcp/ip,2025-07-25,Network Engineering,$120k-$160k,Senior
Sales Manager,Company101,Albuquerque,sales strategy;account management;crm;customer relationships,2025-07-19,Sales & Marketing,$130k-$170k,Senior
Deep Learning Engineer,Company105,Detroit,tensorflow;pytorch;deep learning;computer vision;python;keras,2025-07-12,Artificial Intelligence & Machine Learning,$130k-$170k,Senior
Data Analyst,Company114,Columbus,python;sql;tableau;excel;pandas;statistics;power bi;data visualization,2025-07-17,Data Science & Analytics,$120k-$150k,Mid
Security Analyst,Company117,Albuquerque,risk assessment;security policies;compliance;penetration testing,2025-07-26,Cyber Security,$100k-$130k,Senior
Big Data Engineer,Company143,Baltimore,hadoop;spark;hive;kafka;java;python;scala,2025-07-03,Data Engineering,$85k-$115k,Mid
Customer Support Specialist,Company104,Houston,customer service;crm;technical support;problem solving,2025-07-09,Customer Support,$110k-$150k,Senior
Manual Tester,Company130,Memphis,manual testing;test cases;bug reporting;jira,2025-07-08,Quality Assurance,$65k-$85k,Junior
Frontend Developer,Company110,Albuquerque,javascript;react;vue;css;html;webpack;sass;typescript;angular,2025-06-30,Software Engineering,$95k-$125k,Mid
Marketing Specialist,Company105,Tucson,digital marketing;seo;content marketing;social media,2025-07-20,Sales & Marketing,$100k-$130k,Mid
Network Security Engineer,Company131,Memphis,firewall;ids;ips;vpn;tcp/ip;linux;python,2025-07-07,Cyber Security,$110k-$150k,Senior
Recruiter,Company105,Baltimore,applicant tracking;interviewing;candidate sourcing;job postings,2025-07-17,Human Resources,$70k-$90k,Junior
Site Reliability Engineer,Company117,Columbus,python;kubernetes;system monitoring;cloud;devops;automation,2025-07-02,Cloud & DevOps,$100k-$130k,Mid
Database Administrator,Company145,Milwaukee,sql;mysql;postgresql;oracle;backup;recovery,2025-07-29,Database Administration,$110k-$150k,Senior
Financial Analyst,Company118,El Paso,financial modeling;budgeting;forecasting;excel;analysis,2025-07-11,Finance,$85k-$110k,Mid
Recruiter,Company130,Memphis,applicant tracking;interviewing;candidate sourcing;job postings,2025-06-29,Human Resources,$100k-$130k,Mid
Product Designer,Company131,Albuquerque,figma;adobe xd;prototyping;wireframing;user research;illustrator,2025-07-23,Design & UI/UX,$70k-$95k,Junior
Mobile Developer,Company112,Memphis,swift;kotlin;react native;ios;android;api;xcode;flutter;dart,2025-07-09,Mobile App Development,$60k-$80k,Junior
Linux Engineer,Company106,Baltimore,linux;bash;scripting;docker;virtualization,2025-07-18,IT Infrastructure,$110k-$150k,Senior
Backend Developer,Company106,Columbus,python;django;postgresql;redis;docker;linux;git;rest api;microservices,2025-06-20,Software Engineering,$120k-$160k,Senior
Test Automation Engineer,Company132,Tucson,selenium;cypress;junit;automation;api testing,2025-07-25,Quality Assurance,$85k-$110k,Mid
Big Data Engineer,Company123,Milwaukee,hadoop;spark;hive;kafka;java;python;scala,2025-07-10,Data Engineering,$110k-$150k,Senior
Product Manager,Company111,Baltimore,agile;scrum;jira;user research;product strategy;sql;analytics;roadmap,2025-07-16,Product Management,$120k-$160k,Senior
Data Science Manager,Company102,Detroit,python;machine learning;big data;leadership;sql,2025-07-01,Data Science & Analytics,$140k-$170k,Senior
